station_id_int,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys
3664,North Moore St & Greenwich St,5470.12,40.72019521,-74.01030064,71,"KEY, CREDITCARD",29,FALSE,2,1,0,29,TRUE,TRUE,TRUE,FALSE
4682,W 34 St & Hudson Blvd E,6535.04,40.75516719,-74.00059909,71,"KEY, CREDITCARD",57,FALSE,2,1,52,2,TRUE,TRUE,TRUE,FALSE
3233,E 48 St & 5 Ave,6626.01,40.75724568,-73.97805914,71,"KEY, CREDITCARD",62,FALSE,2,1,43,14,TRUE,TRUE,TRUE,FALSE
244,Willoughby Ave & Hall St,4611.03,40.69196035,-73.96536851,71,"KEY, CREDITCARD",51,FALSE,12,1,32,6,TRUE,TRUE,TRUE,FALSE
525,W 34 St & 11 Ave,6578.01,40.75594159,-74.0021163,71,"KEY, CREDITCARD",80,FALSE,35,1,22,19,TRUE,TRUE,TRUE,FALSE
3539,W 116 St & Amsterdam Ave,7692.11,40.8067581,-73.9607082,71,"KEY, CREDITCARD",43,FALSE,0,2,27,11,TRUE,TRUE,TRUE,FALSE
3735,W 30 St & 10 Ave,6459.07,40.752694,-74.002353,71,"KEY, CREDITCARD",56,FALSE,23,2,27,2,TRUE,TRUE,TRUE,FALSE
4629,Webb Ave & W 190 St,8624.01,40.8660052,-73.90425489,71,"KEY, CREDITCARD",22,FALSE,0,3,14,5,TRUE,TRUE,TRUE,FALSE
4645,5 Ave & E 87 St,7323.09,40.78232261,-73.95987511,71,"KEY, CREDITCARD",38,FALSE,2,3,17,15,TRUE,TRUE,TRUE,FALSE
3740,W Broadway & W Houston St,5644.05,40.726378,-74.000472,71,"KEY, CREDITCARD",50,FALSE,28,5,8,8,TRUE,TRUE,TRUE,FALSE
3376,E 65 St & 2 Ave,6860.12,40.76471852,-73.9622207,71,"KEY, CREDITCARD",48,FALSE,10,7,21,9,TRUE,TRUE,TRUE,FALSE
4990,9 Ave & W 39 St,6644.08,40.75640352,-73.99410143,71,"KEY, CREDITCARD",36,FALSE,20,7,7,2,TRUE,TRUE,TRUE,FALSE
4164,E 174 St & Longfellow Ave,8144.09,40.836274,-73.884308,71,"KEY, CREDITCARD",20,FALSE,2,10,0,7,TRUE,TRUE,TRUE,FALSE
4611,E Mosholu Pkwy & E 204 St,8748.02,40.8740704,-73.88336509,71,"KEY, CREDITCARD",19,FALSE,0,12,0,5,TRUE,TRUE,TRUE,FALSE
4987,4567.07,4567.07,0,0,0,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,TRUE,TRUE,FALSE
3792,Columbus Dr at Exchange Pl,JC106,40.71687,-74.03281,70,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
3603,31 Ave & 30 St,6857.09,40.7647,-73.9240312,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4131,Goble Pl & Macombs Rd,8269.01,40.844075,-73.917256,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4672,48 Ave & 31 St,6151.05,40.74133,-73.93616,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4840,60 Pl & Bleecker St,5138.03,40.71119,-73.90307,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4851,65 Pl & Central Ave,4937.03,40.70264,-73.88981,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4855,Grove St & Fresh Pond Rd,5168.04,40.71032,-73.89955,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4857,Metropolitan Ave & 65 Ln,5160.01,40.71225,-73.89111,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4861,60 Pl & Flushing Ave,5431.01,40.71988,-73.90556,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4868,Grand Ave & Remsen Pl,5570.04,40.72353,-73.89967,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4891,Quincy St & Malcolm X Blvd,4534.02,40.68927,-73.93017,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4899,Jefferson Ave & Patchen Ave,4375.02,40.68609,-73.92628,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4912,Fulton St & Williams Ave,4120.02,40.67709,-73.9008,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4943,E New York Ave & St Marks Ave,3982.02,40.67293,-73.90909,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4958,Pacific St & Sackman St,4014.01,40.67522,-73.9061,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4961,61 St & Borden Ave,5611.04,40.72558,-73.90417,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4985,St Johns Pl & Saratoga Ave,3877.01,40.66989758,-73.91696379,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5004,58 St & 56 Dr,5548.01,40.72419,-73.91244,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5015,Crown St & Rogers Ave,3768.02,40.66639,-73.95346,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5016,New York Ave & Crown St,3800.02,40.66626,-73.948,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5017,Albany Ave & Carroll St,3791.02,40.6667,-73.93972,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5018,Crown St & Troy Ave,3751.05,40.66559,-73.93712,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5019,Kingston Ave & Montgomery St,3759.07,40.66481,-73.94269,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5021,Lewis Ave & Fulton St,4196.01,40.67972,-73.93467,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5025,Kingston Ave & Carroll St,3831.03,40.66688,-73.9425,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5026,Schenectady Ave & President St,3822.08,40.66732,-73.93398,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5027,Empire Blvd & New York Ave,3728.04,40.66403,-73.94769,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5028,Sterling St & Nostrand Ave,3657.06,40.66318,-73.95076,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5029,Rogers Ave & Lincoln Rd,3625.07,40.66127,-73.95352,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5030,Eastern Pkwy & Nostrand Ave,3911.05,40.66967,-73.9503,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5031,Eastern Pkwy & Brooklyn Ave,3871.02,40.66939,-73.94514,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5032,Eastern Pkwy & Schenectady Ave,3893.03,40.66876,-73.93376,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5033,Carroll St & Utica Ave,3782.03,40.66619,-73.93162,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5034,Bedford Ave & Maple St,3625.04,40.66035,-73.95679,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5035,Maple St & Flatbush Ave,3593.01,40.66026,-73.96045,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5036,Flatbush Ave & Fenimore St,3520.01,40.65798,-73.96051,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5037,Parkside Ave & Flatbush Ave,3480.04,40.65563,-73.95968,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5038,Bedford Ave & Fenimore St,3552.09,40.65815,-73.95674,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5039,Bedford Ave & Clarkson Ave,3439.03,40.65519,-73.9564,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5042,Winthrop St & Nostrand Ave,3544.02,40.65707,-73.95005,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5043,Clarkson Ave & Nostrand Ave,3472.03,40.65549,-73.94983,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5044,Maple St & New York Ave,3617.02,40.66104,-73.94795,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5045,New York Ave & Hawthorne St,3504.02,40.65794,-73.94735,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5046,E New York Ave & Brooklyn Ave,3688.07,40.66184,-73.94542,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5047,Midwood St & Kingston Ave,3648.06,40.66067,-73.94243,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5048,E New York Ave & Troy Ave,3680.04,40.66227,-73.93762,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5050,Albany Ave & Winthrop St,3535.02,40.65791,-73.93967,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5051,Midwood St & Utica Ave,3599.01,40.66124,-73.93164,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5052,Clarkson Ave & Utica Ave,3486.02,40.65666,-73.93109,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5056,Catalpa Ave & Woodward Ave,4912.1,40.70229,-73.90145,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5057,Cypress Ave & St Felix Ave,4687.03,40.69559,-73.89927,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5058,65 Pl & Metropolitan Ave,5199.02,40.71237,-73.89499,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5059,Lincoln Rd & Ocean Ave,3633.08,40.6605,-73.9626,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5060,Lefferts Ave & Albany Ave,3719.02,40.66288,-73.94019,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5061,Maple St & Albany Ave,3608.06,40.66155,-73.93974,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5062,Lefferts Ave & Schenectady Ave,3710.07,40.66343,-73.93472,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5066,Grand Ave & 55 St,5369.01,40.71888,-73.91427,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5067,Palmetto St & Traffic Ave,5129.01,40.70929,-73.89441,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5068,64 St & 53 Dr,5688.02,40.72897,-73.90115,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5071,President St & Nostrand Ave,3839.02,40.66811,-73.9505,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5072,Rutland Rd & Brooklyn Ave,3576.1,40.65969,-73.94517,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5073,Seneca Ave & Decatur St,4757.06,40.69723,-73.89811,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5075,Eliot Ave & 60 Ln,5248.05,40.71391,-73.90299,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
5076,Winthrop St & Schenectady Ave,3526.06,40.65808,-73.93415,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE
3421,Hoyt St & Warren St,4330.09,40.6843549,-73.98901629,71,"KEY, CREDITCARD",34,FALSE,34,0,0,0,TRUE,TRUE,TRUE,FALSE
3407,Union St & Nevins St,4143.03,40.679098,-73.98765475,71,"KEY, CREDITCARD",35,FALSE,34,0,1,0,TRUE,TRUE,TRUE,FALSE
417,Barclay St & Church St,5216.04,40.71291224,-74.01020234,71,"KEY, CREDITCARD",37,FALSE,37,0,0,0,TRUE,TRUE,TRUE,FALSE
3333,Columbia St & Lorraine St,4013.08,40.6747055,-74.0075572,71,"KEY, CREDITCARD",37,FALSE,34,0,3,0,TRUE,TRUE,TRUE,FALSE
3107,Bedford Ave & Nassau Ave,5550.05,40.72311651,-73.95212324,71,"KEY, CREDITCARD",39,FALSE,37,0,2,0,TRUE,TRUE,TRUE,FALSE
4706,Rutgers St & Henry St,5230.02,40.71332151,-73.9900969,71,"KEY, CREDITCARD",40,FALSE,36,0,4,0,TRUE,TRUE,TRUE,FALSE
3705,Thompson St & Bleecker St,5721.07,40.72840059,-73.99968781,71,"KEY, CREDITCARD",41,FALSE,40,0,0,0,TRUE,TRUE,TRUE,FALSE
4690,Greenwich St & Rector St,5073.07,40.70806582,-74.01355952,71,"KEY, CREDITCARD",41,FALSE,36,0,5,0,TRUE,TRUE,TRUE,FALSE
3068,Humboldt St & Varet St,4956.02,40.7031724,-73.940636,71,"KEY, CREDITCARD",42,FALSE,41,0,1,0,TRUE,TRUE,TRUE,FALSE
315,South St & Gouverneur Ln,4953.04,40.70355377,-74.00670227,71,"KEY, CREDITCARD",43,FALSE,40,0,2,0,TRUE,TRUE,TRUE,FALSE
4691,Washington St & Laight St,5509.02,40.72231,-74.0106,71,"KEY, CREDITCARD",43,FALSE,34,0,6,0,TRUE,TRUE,TRUE,FALSE
4407,Duane St & Hudson St,5359.12,40.71703,-74.00925,71,"KEY, CREDITCARD",44,FALSE,42,0,1,0,TRUE,TRUE,TRUE,FALSE
4709,Greene St & Prince St,5602.06,40.72511734,-73.99930492,71,"KEY, CREDITCARD",45,FALSE,36,0,9,0,TRUE,TRUE,TRUE,FALSE
4594,Ashland Pl & Dekalb Ave,4513.09,40.690065,-73.978776,71,"KEY, CREDITCARD",47,FALSE,40,0,6,0,TRUE,TRUE,TRUE,FALSE
4741,W 17 St & 7 Ave,6107.08,40.74056424,-73.99852574,71,"KEY, CREDITCARD",47,FALSE,36,0,10,0,TRUE,TRUE,TRUE,FALSE
4737,Walker St & Baxter St,5351.07,40.717411,-73.999573,71,"KEY, CREDITCARD",47,FALSE,34,0,12,0,TRUE,TRUE,TRUE,FALSE
4980,2 Ave & 39 St,3460.05,40.65572217,-74.01000828,71,"KEY, CREDITCARD",48,FALSE,45,0,2,0,TRUE,TRUE,TRUE,FALSE
336,Sullivan St & Washington Sq,5721.01,40.73047747,-73.99906065,71,"KEY, CREDITCARD",57,FALSE,55,0,2,0,TRUE,TRUE,TRUE,FALSE
83,Atlantic Ave & Fort Greene Pl,4354.07,40.68382604,-73.97632328,71,"KEY, CREDITCARD",61,FALSE,43,0,17,0,TRUE,TRUE,TRUE,FALSE
427,Bus Slip & State St,4889.06,40.701907,-74.013942,71,"KEY, CREDITCARD",69,FALSE,55,0,14,0,TRUE,TRUE,TRUE,FALSE
4170,Webster Ave & E 166 St,8052.01,40.828975,-73.911259,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,TRUE,TRUE,TRUE,FALSE
4543,Folin St & E 181 St,8435.06,40.853929,-73.898385,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,TRUE,TRUE,TRUE,FALSE
4998,College Ave & E 169 St,8141.05,40.8351228,-73.91196817,71,"KEY, CREDITCARD",0,FALSE,0,0,0,0,TRUE,TRUE,TRUE,FALSE
3833,Madison St & Evergreen Ave,4560.01,40.69122,-73.91693,71,"KEY, CREDITCARD",18,FALSE,0,0,18,0,TRUE,TRUE,TRUE,FALSE
4570,W 176 St & Montgomery Ave,8366.06,40.849629,-73.919205,71,"KEY, CREDITCARD",19,FALSE,0,0,13,0,TRUE,TRUE,TRUE,FALSE
4553,Andrew Ave N & Hall of Fame Tce,8520.01,40.85834,-73.91008,71,"KEY, CREDITCARD",19,FALSE,0,0,17,0,TRUE,TRUE,TRUE,FALSE
4103,Ogden Ave & W 165 St,8149.09,40.834457,-73.928381,71,"KEY, CREDITCARD",19,FALSE,0,0,18,0,TRUE,TRUE,TRUE,FALSE
4227,Crotona Park East & E 173 St,8182.02,40.837037,-73.890413,71,"KEY, CREDITCARD",19,FALSE,0,0,18,0,TRUE,TRUE,TRUE,FALSE
4493,Anthony Ave & E 175 St,8319.01,40.846465,-73.903869,71,"KEY, CREDITCARD",19,FALSE,0,0,18,0,TRUE,TRUE,TRUE,FALSE
4569,E 201 St & Briggs Ave,8717.07,40.87207,-73.88459,71,"KEY, CREDITCARD",19,FALSE,0,0,18,0,TRUE,TRUE,TRUE,FALSE
278,Concord St & Bridge St,4781.03,40.69766564,-73.98476437,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
3883,Harman St & Seneca Ave,5002.09,40.70577,-73.91292,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
3966,Wales Ave & E 147 St,7751.05,40.811314,-73.907729,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4139,Tinton Ave & E 165 St,7991.01,40.824796,-73.90242,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4159,3 Ave & E 172 St,8205.05,40.839586,-73.900277,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4391,52 St & 6 Ave,3084.05,40.642703,-74.009441,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4628,Aqueduct Ave & W 190 St,8605.06,40.8649213,-73.9024238,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4860,60 Ave & Fresh Pond Rd,5321.08,40.71693,-73.90198,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4864,57 Rd & 59 St,5510.02,40.72249,-73.90854,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4865,56 Dr & 59 St,5579.02,40.72403,-73.90853,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4866,Fresh Pond Rd & Flushing Ave,5501.06,40.72155,-73.90295,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4900,Macon St & Patchen Ave,4301.04,40.68374,-73.9261,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4965,Sumpter St & Fulton St,4187.04,40.67923,-73.92588,71,"KEY, CREDITCARD",19,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4048,St. Nicholas Ave & W 157 St,8085.09,40.832314,-73.94102,71,"KEY, CREDITCARD",20,FALSE,0,0,17,0,TRUE,TRUE,TRUE,FALSE
4098,Shakespeare Ave & W 169 St,8198.05,40.839312,-73.922423,71,"KEY, CREDITCARD",20,FALSE,0,0,17,0,TRUE,TRUE,TRUE,FALSE
3827,Halsey St & Broadway,4366.01,40.68565,-73.91564,71,"KEY, CREDITCARD",20,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4025,Edgecombe Ave & W 150 St,8049.05,40.826881,-73.941427,71,"KEY, CREDITCARD",20,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4083,Walton Ave & E 168 St,8179.03,40.83649,-73.918316,71,"KEY, CREDITCARD",20,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4104,Old Broadway & W 133 St,7881.09,40.818212,-73.955277,71,"KEY, CREDITCARD",20,FALSE,0,0,20,0,TRUE,TRUE,TRUE,FALSE
4542,Andrews Ave S & W 179 St,8483.02,40.855156,-73.91278,71,"KEY, CREDITCARD",20,FALSE,0,0,20,0,TRUE,TRUE,TRUE,FALSE
4551,Popham Ave & W 174 St,8348.02,40.847746,-73.922079,71,"KEY, CREDITCARD",20,FALSE,0,0,20,0,TRUE,TRUE,TRUE,FALSE
4862,Grand Ave & 58 Ave,5471.04,40.72098,-73.90701,71,"KEY, CREDITCARD",20,FALSE,0,0,20,0,TRUE,FALSE,FALSE,FALSE
4926,Pacific St & Troy Ave,4122.03,40.67686,-73.93607,71,"KEY, CREDITCARD",20,FALSE,0,0,20,0,TRUE,TRUE,TRUE,FALSE
4471,Amsterdam Ave & W 186 St,8394.15,40.851113,-73.928808,71,"KEY, CREDITCARD",21,FALSE,0,0,17,0,TRUE,TRUE,TRUE,FALSE
4743,Audubon Ave & W 192 St,8469.05,40.85589031,-73.92708242,71,"KEY, CREDITCARD",21,FALSE,0,0,18,0,TRUE,TRUE,TRUE,FALSE
3945,Amsterdam Ave & W 136 St,7920.05,40.819746,-73.951819,71,"KEY, CREDITCARD",21,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4390,46 St & 6 Ave,3161.02,40.645921,-74.005708,71,"KEY, CREDITCARD",21,FALSE,0,0,20,0,TRUE,TRUE,TRUE,FALSE
4400,46 St & 7 Ave,3117.05,40.644743,-74.003754,71,"KEY, CREDITCARD",21,FALSE,0,0,21,0,TRUE,TRUE,TRUE,FALSE
4601,E Burnside Ave & Ryer Ave,8397.02,40.850535,-73.901318,71,"KEY, CREDITCARD",21,FALSE,0,0,21,0,TRUE,TRUE,TRUE,FALSE
4858,Page Pl & Grand Ave,5409.02,40.71798,-73.91818,71,"KEY, CREDITCARD",21,FALSE,0,0,21,0,TRUE,TRUE,TRUE,FALSE
4014,Riverside Dr & W 148 St,8054.04,40.829114,-73.950426,71,"KEY, CREDITCARD",22,FALSE,0,0,19,0,TRUE,TRUE,TRUE,FALSE
4423,57 St & 4 Ave,3093.07,40.642622,-74.016866,71,"KEY, CREDITCARD",22,FALSE,0,0,22,0,TRUE,TRUE,TRUE,FALSE
4915,Prospect Pl & Nostrand Ave,4025.02,40.67428,-73.9503,71,"KEY, CREDITCARD",22,FALSE,0,0,22,0,TRUE,TRUE,TRUE,FALSE
4969,Bergen St & Troy Ave,4048.03,40.67524,-73.93596,71,"KEY, CREDITCARD",22,FALSE,0,0,22,0,TRUE,TRUE,TRUE,FALSE
4989,Bergen St & Kingston Ave,4089.01,40.6756,-73.9415,71,"KEY, CREDITCARD",22,FALSE,0,0,22,0,TRUE,TRUE,TRUE,FALSE
4505,University Ave & Brandt Pl,8366.07,40.848354,-73.918389,71,"KEY, CREDITCARD",23,FALSE,0,0,20,0,TRUE,TRUE,TRUE,FALSE
3983,Westchester Ave & E 156 St,7891.06,40.817802,-73.905203,71,"KEY, CREDITCARD",23,FALSE,0,0,21,0,TRUE,TRUE,TRUE,FALSE
344,Monroe St & Bedford Ave,4368.05,40.6851443,-73.95380904,71,"KEY, CREDITCARD",23,FALSE,0,0,22,0,TRUE,TRUE,TRUE,FALSE
4029,Courtlandt Ave & E 149 St,7840.05,40.816402,-73.919549,71,"KEY, CREDITCARD",23,FALSE,0,0,22,0,TRUE,TRUE,TRUE,FALSE
4067,Amsterdam Ave & W 180 St,8353.02,40.847396,-73.931205,71,"KEY, CREDITCARD",23,FALSE,0,0,22,0,TRUE,TRUE,TRUE,FALSE
4453,Audubon Ave & Fort George Ave,8491.07,40.85715781,-73.92717361,71,"KEY, CREDITCARD",23,FALSE,0,0,22,0,TRUE,TRUE,TRUE,FALSE
3884,Centre St & Seneca Ave,4837.03,40.69969,-73.9022,71,"KEY, CREDITCARD",23,FALSE,0,0,23,0,TRUE,TRUE,TRUE,FALSE
4135,Westchester Ave & Longwood Ave,7909.07,40.819701,-73.901311,71,"KEY, CREDITCARD",23,FALSE,0,0,23,0,TRUE,TRUE,TRUE,FALSE
4878,63 St & 59 Dr,5392.04,40.71832,-73.90128,71,"KEY, CREDITCARD",23,FALSE,0,0,23,0,TRUE,TRUE,TRUE,FALSE
4510,University Ave & W Burnside Ave,8462.09,40.85501,-73.910751,71,"KEY, CREDITCARD",24,FALSE,0,0,21,0,TRUE,TRUE,TRUE,FALSE
4419,44 St & 6 Ave,3233.06,40.647105,-74.004483,71,"KEY, CREDITCARD",24,FALSE,0,0,23,0,TRUE,TRUE,TRUE,FALSE
4916,Lincoln Pl & Nostrand Ave,3952.07,40.67077,-73.9507,71,"KEY, CREDITCARD",25,FALSE,0,0,25,0,TRUE,TRUE,TRUE,FALSE
4624,Ryer Ave & E 182 St,8494.06,40.8558,-73.89956,71,"KEY, CREDITCARD",26,FALSE,0,0,25,0,TRUE,TRUE,TRUE,FALSE
4184,Southern Blvd & E 174 St,8163.05,40.836733,-73.887931,71,"KEY, CREDITCARD",27,FALSE,0,0,26,0,TRUE,TRUE,TRUE,FALSE
3581,Underhill Ave & Lincoln Pl,4042.08,40.6740123,-73.9671457,71,"KEY, CREDITCARD",27,FALSE,0,0,27,0,TRUE,TRUE,TRUE,FALSE
4886,Stuyvesant Ave & Hart St,4689.08,40.69465,-73.9343,71,"KEY, CREDITCARD",27,FALSE,0,0,27,0,TRUE,TRUE,TRUE,FALSE
3825,Broadway & Furman Ave,4244.06,40.68139,-73.90756,71,"KEY, CREDITCARD",29,FALSE,0,0,29,0,TRUE,TRUE,TRUE,FALSE
3871,Bushwick Ave & Furman Ave,4317.05,40.68281,-73.90623,71,"KEY, CREDITCARD",30,FALSE,0,0,30,0,TRUE,TRUE,TRUE,FALSE
4082,Gerard Ave & McClellan St,8145.03,40.833909,-73.92112,71,"KEY, CREDITCARD",30,FALSE,0,0,30,0,TRUE,TRUE,TRUE,FALSE
4484,59 St & 5 Ave,2961.05,40.640125,-74.015726,71,"KEY, CREDITCARD",30,FALSE,0,0,30,0,TRUE,TRUE,TRUE,FALSE
3814,E 56 St & Madison Ave,6732.01,40.761573,-73.972628,71,"KEY, CREDITCARD",33,FALSE,0,0,33,0,TRUE,TRUE,TRUE,FALSE
4403,59 St & 4 Ave,3011.03,40.641269,-74.017651,71,"KEY, CREDITCARD",35,FALSE,0,0,34,0,TRUE,TRUE,TRUE,FALSE
